shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
ERI-UCB-5b47150d-1,Z3532995054,C10H14N2O2,Single known enantiomer,194.23,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,J05,CO[C@H](C)C(=O)NC=1C=NC=CC1C,(2R)-2-methoxy-N-(4-methylpyridin-3-yl)propanamide
MAT-POS-590ac91e-50,Z1245866316,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,K05,CCCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-2-oxo-N-propyl-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-50,Z1245866316,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,L05,CCCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-2-oxo-N-propyl-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-18,Z2703873181,C14H18N2O,Diastereomeric mixture,230.305,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,M05,CC=1C=CN=CC1NC(=O)C2CC(C2)C3CC3,3-cyclopropyl-N-(4-methylpyridin-3-yl)cyclobutane-1-carboxamide
MAT-POS-590ac91e-18,Z2703873181,C14H18N2O,Diastereomeric mixture,230.305,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,N05,CC=1C=CN=CC1NC(=O)C2CC(C2)C3CC3,3-cyclopropyl-N-(4-methylpyridin-3-yl)cyclobutane-1-carboxamide
MAT-POS-590ac91e-20,Z2673394574,C14H18N2O,Racemic or presumed racemic or meso,230.305,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,O05,CC=1C=CN=C(C)C1NC(=O)C2CC3CC3C2,"N-(2,4-dimethylpyridin-3-yl)bicyclo[3.1.0]hexane-3-carboxamide"
MAT-POS-590ac91e-20,Z2673394574,C14H18N2O,Racemic or presumed racemic or meso,230.305,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,P05,CC=1C=CN=C(C)C1NC(=O)C2CC3CC3C2,"N-(2,4-dimethylpyridin-3-yl)bicyclo[3.1.0]hexane-3-carboxamide"
JAG-UCB-4709a583-1,Z1348442959,C15H13ClN6O,Racemic or presumed racemic or meso,328.756,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,A06,ClC=1C=CC=C(C1)N2CCC(NC3=NC=CN4C=NN=C34)C2=O,"1-(3-chlorophenyl)-3-({[1,2,4]triazolo[4,3-a]pyrazin-8-yl}amino)pyrrolidin-2-one"
JAG-UCB-4709a583-1,Z1348442959,C15H13ClN6O,Racemic or presumed racemic or meso,328.756,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,B06,ClC=1C=CC=C(C1)N2CCC(NC3=NC=CN4C=NN=C34)C2=O,"1-(3-chlorophenyl)-3-({[1,2,4]triazolo[4,3-a]pyrazin-8-yl}amino)pyrrolidin-2-one"
MAT-POS-590ac91e-51,Z1171332535,C21H19ClN2O4,Racemic or presumed racemic or meso,398.839,98.33,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,C06,CCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-N-ethyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-51,Z1171332535,C21H19ClN2O4,Racemic or presumed racemic or meso,398.839,98.33,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,D06,CCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-N-ethyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-62,Z1239087273,C21H17FN4O4S,Achiral,440.447,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,E06,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4C#N)C2C1,"2-{[4-(6-fluoro-2-oxo-1,2-dihydroquinoline-4-carbonyl)piperazin-1-yl]sulfonyl}benzonitrile"
MAT-POS-590ac91e-62,Z1239087273,C21H17FN4O4S,Achiral,440.447,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,F06,FC=1C=CC=2NC(=O)C=C(C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4C#N)C2C1,"2-{[4-(6-fluoro-2-oxo-1,2-dihydroquinoline-4-carbonyl)piperazin-1-yl]sulfonyl}benzonitrile"
JAN-GHE-83b26c96-18,Z4512897824,C14H11Cl2N3O2,Racemic or presumed racemic or meso,324.162,96.06,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,0.5,20,1178796-500NL-01,G06,Cl.ClC=1C=CC=C(C1)N2C(=O)NC(C2=O)C=3C=CC=NC3,"3-(3-chlorophenyl)-5-(pyridin-3-yl)imidazolidine-2,4-dione hydrochloride"
JAN-GHE-83b26c96-18,Z4512897824,C14H11Cl2N3O2,Racemic or presumed racemic or meso,324.162,96.06,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,0.5,20,1178796-500NL-01,H06,Cl.ClC=1C=CC=C(C1)N2C(=O)NC(C2=O)C=3C=CC=NC3,"3-(3-chlorophenyl)-5-(pyridin-3-yl)imidazolidine-2,4-dione hydrochloride"
ERI-UCB-5b47150d-1,Z3532995054,C10H14N2O2,Single known enantiomer,194.23,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,I06,CO[C@H](C)C(=O)NC=1C=NC=CC1C,(2R)-2-methoxy-N-(4-methylpyridin-3-yl)propanamide
ERI-UCB-5b47150d-1,Z3532995054,C10H14N2O2,Single known enantiomer,194.23,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,J06,CO[C@H](C)C(=O)NC=1C=NC=CC1C,(2R)-2-methoxy-N-(4-methylpyridin-3-yl)propanamide
MAT-POS-590ac91e-50,Z1245866316,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,K06,CCCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-2-oxo-N-propyl-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-50,Z1245866316,C22H21FN2O4,Racemic or presumed racemic or meso,396.411,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,L06,CCCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-2-oxo-N-propyl-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-18,Z2703873181,C14H18N2O,Diastereomeric mixture,230.305,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,M06,CC=1C=CN=CC1NC(=O)C2CC(C2)C3CC3,3-cyclopropyl-N-(4-methylpyridin-3-yl)cyclobutane-1-carboxamide
MAT-POS-590ac91e-18,Z2703873181,C14H18N2O,Diastereomeric mixture,230.305,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,N06,CC=1C=CN=CC1NC(=O)C2CC(C2)C3CC3,3-cyclopropyl-N-(4-methylpyridin-3-yl)cyclobutane-1-carboxamide
MAT-POS-590ac91e-20,Z2673394574,C14H18N2O,Racemic or presumed racemic or meso,230.305,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,O06,CC=1C=CN=C(C)C1NC(=O)C2CC3CC3C2,"N-(2,4-dimethylpyridin-3-yl)bicyclo[3.1.0]hexane-3-carboxamide"
MAT-POS-590ac91e-20,Z2673394574,C14H18N2O,Racemic or presumed racemic or meso,230.305,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,P06,CC=1C=CN=C(C)C1NC(=O)C2CC3CC3C2,"N-(2,4-dimethylpyridin-3-yl)bicyclo[3.1.0]hexane-3-carboxamide"
JAG-UCB-ef2c0e8e-7,Z821000364,C11H11F3N6O2,Achiral,316.239,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,A07,CN1C=NN=C1CNC(=O)NC2=CC(=CNC2=O)C(F)(F)F,"3-[(4-methyl-4H-1,2,4-triazol-3-yl)methyl]-1-[2-oxo-5-(trifluoromethyl)-1,2-dihydropyridin-3-yl]urea"
JAG-UCB-ef2c0e8e-7,Z821000364,C11H11F3N6O2,Achiral,316.239,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,B07,CN1C=NN=C1CNC(=O)NC2=CC(=CNC2=O)C(F)(F)F,"3-[(4-methyl-4H-1,2,4-triazol-3-yl)methyl]-1-[2-oxo-5-(trifluoromethyl)-1,2-dihydropyridin-3-yl]urea"
MAT-POS-590ac91e-70,Z1171675137,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,C07,FC=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(2-fluorobenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-70,Z1171675137,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,D07,FC=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(2-fluorobenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-30,Z1239082144,C19H15FN2O4,Racemic or presumed racemic or meso,354.331,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,E07,FC=1C=CC=2NC(=O)C=C(C(=O)NCC3COC=4C=CC=CC4O3)C2C1,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-30,Z1239082144,C19H15FN2O4,Racemic or presumed racemic or meso,354.331,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,F07,FC=1C=CC=2NC(=O)C=C(C(=O)NCC3COC=4C=CC=CC4O3)C2C1,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-66,Z1172514450,C21H20ClN3O4S,Achiral,445.919,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,G07,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(4-methylbenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-66,Z1172514450,C21H20ClN3O4S,Achiral,445.919,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,H07,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(4-methylbenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-35,Z1239273170,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,I07,COC=1C=CC=C2CC(COC12)NC(=O)C3=CC(=O)NC=4C=CC(F)=CC34,"6-fluoro-N-(8-methoxy-3,4-dihydro-2H-1-benzopyran-3-yl)-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-35,Z1239273170,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,J07,COC=1C=CC=C2CC(COC12)NC(=O)C3=CC(=O)NC=4C=CC(F)=CC34,"6-fluoro-N-(8-methoxy-3,4-dihydro-2H-1-benzopyran-3-yl)-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-34,Z1246416720,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,K07,CN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-N-methyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-34,Z1246416720,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,L07,CN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-N-methyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
ERI-UCB-5b47150d-6,Z4503232615,C11H13FN2O,Racemic diastereomer with known relative stereochemistry,208.232,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,M07,CC=1C=CN=CC1NC(=O)[C@@H]2C[C@H]2CF,"(1R,2R)-2-(fluoromethyl)-N-(4-methylpyridin-3-yl)cyclopropane-1-carboxamide"
ERI-UCB-5b47150d-6,Z4503232615,C11H13FN2O,Racemic diastereomer with known relative stereochemistry,208.232,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,N07,CC=1C=CN=CC1NC(=O)[C@@H]2C[C@H]2CF,"(1R,2R)-2-(fluoromethyl)-N-(4-methylpyridin-3-yl)cyclopropane-1-carboxamide"
JAG-UCB-cedd89ab-4,Z1268747002,C16H18N4O2,Racemic or presumed racemic or meso,298.339,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,O07,O=C(CC=1C=CC=NC1)N2CCCC2C3=NOC(=N3)C4CC4,"1-[2-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)pyrrolidin-1-yl]-2-(pyridin-3-yl)ethan-1-one"
JAG-UCB-cedd89ab-4,Z1268747002,C16H18N4O2,Racemic or presumed racemic or meso,298.339,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,P07,O=C(CC=1C=CC=NC1)N2CCCC2C3=NOC(=N3)C4CC4,"1-[2-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)pyrrolidin-1-yl]-2-(pyridin-3-yl)ethan-1-one"
JAG-UCB-ef2c0e8e-7,Z821000364,C11H11F3N6O2,Achiral,316.239,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,A08,CN1C=NN=C1CNC(=O)NC2=CC(=CNC2=O)C(F)(F)F,"3-[(4-methyl-4H-1,2,4-triazol-3-yl)methyl]-1-[2-oxo-5-(trifluoromethyl)-1,2-dihydropyridin-3-yl]urea"
JAG-UCB-ef2c0e8e-7,Z821000364,C11H11F3N6O2,Achiral,316.239,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,B08,CN1C=NN=C1CNC(=O)NC2=CC(=CNC2=O)C(F)(F)F,"3-[(4-methyl-4H-1,2,4-triazol-3-yl)methyl]-1-[2-oxo-5-(trifluoromethyl)-1,2-dihydropyridin-3-yl]urea"
MAT-POS-590ac91e-70,Z1171675137,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,C08,FC=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(2-fluorobenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-70,Z1171675137,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,D08,FC=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(2-fluorobenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-30,Z1239082144,C19H15FN2O4,Racemic or presumed racemic or meso,354.331,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,E08,FC=1C=CC=2NC(=O)C=C(C(=O)NCC3COC=4C=CC=CC4O3)C2C1,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-30,Z1239082144,C19H15FN2O4,Racemic or presumed racemic or meso,354.331,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,F08,FC=1C=CC=2NC(=O)C=C(C(=O)NCC3COC=4C=CC=CC4O3)C2C1,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-66,Z1172514450,C21H20ClN3O4S,Achiral,445.919,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,G08,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(4-methylbenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-66,Z1172514450,C21H20ClN3O4S,Achiral,445.919,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,H08,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(4-methylbenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-35,Z1239273170,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,I08,COC=1C=CC=C2CC(COC12)NC(=O)C3=CC(=O)NC=4C=CC(F)=CC34,"6-fluoro-N-(8-methoxy-3,4-dihydro-2H-1-benzopyran-3-yl)-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-35,Z1239273170,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,J08,COC=1C=CC=C2CC(COC12)NC(=O)C3=CC(=O)NC=4C=CC(F)=CC34,"6-fluoro-N-(8-methoxy-3,4-dihydro-2H-1-benzopyran-3-yl)-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-34,Z1246416720,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,K08,CN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-N-methyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-34,Z1246416720,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,L08,CN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-N-methyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
ERI-UCB-5b47150d-6,Z4503232615,C11H13FN2O,Racemic diastereomer with known relative stereochemistry,208.232,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,M08,CC=1C=CN=CC1NC(=O)[C@@H]2C[C@H]2CF,"(1R,2R)-2-(fluoromethyl)-N-(4-methylpyridin-3-yl)cyclopropane-1-carboxamide"
ERI-UCB-5b47150d-6,Z4503232615,C11H13FN2O,Racemic diastereomer with known relative stereochemistry,208.232,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,N08,CC=1C=CN=CC1NC(=O)[C@@H]2C[C@H]2CF,"(1R,2R)-2-(fluoromethyl)-N-(4-methylpyridin-3-yl)cyclopropane-1-carboxamide"
JAG-UCB-cedd89ab-4,Z1268747002,C16H18N4O2,Racemic or presumed racemic or meso,298.339,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,O08,O=C(CC=1C=CC=NC1)N2CCCC2C3=NOC(=N3)C4CC4,"1-[2-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)pyrrolidin-1-yl]-2-(pyridin-3-yl)ethan-1-one"
JAG-UCB-cedd89ab-4,Z1268747002,C16H18N4O2,Racemic or presumed racemic or meso,298.339,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,P08,O=C(CC=1C=CC=NC1)N2CCCC2C3=NOC(=N3)C4CC4,"1-[2-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)pyrrolidin-1-yl]-2-(pyridin-3-yl)ethan-1-one"
JAG-UCB-ef2c0e8e-7,Z821000364,C11H11F3N6O2,Achiral,316.239,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,A09,CN1C=NN=C1CNC(=O)NC2=CC(=CNC2=O)C(F)(F)F,"3-[(4-methyl-4H-1,2,4-triazol-3-yl)methyl]-1-[2-oxo-5-(trifluoromethyl)-1,2-dihydropyridin-3-yl]urea"
JAG-UCB-ef2c0e8e-7,Z821000364,C11H11F3N6O2,Achiral,316.239,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,B09,CN1C=NN=C1CNC(=O)NC2=CC(=CNC2=O)C(F)(F)F,"3-[(4-methyl-4H-1,2,4-triazol-3-yl)methyl]-1-[2-oxo-5-(trifluoromethyl)-1,2-dihydropyridin-3-yl]urea"
MAT-POS-590ac91e-70,Z1171675137,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,C09,FC=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(2-fluorobenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-70,Z1171675137,C20H17ClFN3O4S,Achiral,449.883,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,D09,FC=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(2-fluorobenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-30,Z1239082144,C19H15FN2O4,Racemic or presumed racemic or meso,354.331,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,E09,FC=1C=CC=2NC(=O)C=C(C(=O)NCC3COC=4C=CC=CC4O3)C2C1,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-30,Z1239082144,C19H15FN2O4,Racemic or presumed racemic or meso,354.331,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,F09,FC=1C=CC=2NC(=O)C=C(C(=O)NCC3COC=4C=CC=CC4O3)C2C1,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-6-fluoro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-66,Z1172514450,C21H20ClN3O4S,Achiral,445.919,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,G09,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(4-methylbenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-66,Z1172514450,C21H20ClN3O4S,Achiral,445.919,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,H09,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-4-[4-(4-methylbenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydroquinolin-2-one"
MAT-POS-590ac91e-35,Z1239273170,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,I09,COC=1C=CC=C2CC(COC12)NC(=O)C3=CC(=O)NC=4C=CC(F)=CC34,"6-fluoro-N-(8-methoxy-3,4-dihydro-2H-1-benzopyran-3-yl)-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-35,Z1239273170,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,J09,COC=1C=CC=C2CC(COC12)NC(=O)C3=CC(=O)NC=4C=CC(F)=CC34,"6-fluoro-N-(8-methoxy-3,4-dihydro-2H-1-benzopyran-3-yl)-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-34,Z1246416720,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,K09,CN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-N-methyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-590ac91e-34,Z1246416720,C20H17FN2O4,Racemic or presumed racemic or meso,368.358,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,L09,CN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34,"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-7-fluoro-N-methyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
ERI-UCB-5b47150d-6,Z4503232615,C11H13FN2O,Racemic diastereomer with known relative stereochemistry,208.232,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,M09,CC=1C=CN=CC1NC(=O)[C@@H]2C[C@H]2CF,"(1R,2R)-2-(fluoromethyl)-N-(4-methylpyridin-3-yl)cyclopropane-1-carboxamide"
ERI-UCB-5b47150d-6,Z4503232615,C11H13FN2O,Racemic diastereomer with known relative stereochemistry,208.232,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,N09,CC=1C=CN=CC1NC(=O)[C@@H]2C[C@H]2CF,"(1R,2R)-2-(fluoromethyl)-N-(4-methylpyridin-3-yl)cyclopropane-1-carboxamide"
JAG-UCB-cedd89ab-4,Z1268747002,C16H18N4O2,Racemic or presumed racemic or meso,298.339,100,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-01,O09,O=C(CC=1C=CC=NC1)N2CCCC2C3=NOC(=N3)C4CC4,"1-[2-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)pyrrolidin-1-yl]-2-(pyridin-3-yl)ethan-1-one"
