CDD_ID,registration_SMILES,batch_number,batch_ID,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (±),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50
CVD-0019847,Clc1ccc2CN(CC3(CCCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,1,ALP-POS-133e7cd9-2,ClC=1C=CC=2CN(CC3(CCCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCCN(c4cncc5ccccc45)C3=O)C2)CC1,shipment_SMILES,,,,,
CVD-0019844,CC1(CC1)NC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,1,MAT-POS-69786b79-3,CC1(CC1)NC(=O)CN2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2,CC1(NC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,shipment_SMILES,0.271,0.271,,1,6.6
CVD-0019755,C[C@]1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2CCCCc12,1,MIK-ENA-5d9157e9-6,"C[C@]1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4CCCCC34 |o1:1,r|",C[C@@]1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21 |o1:1|,shipment_SMILES,3.72,3.72,,1,5.4
CVD-0019754,C[C@@]1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2CCCCc12,1,MIK-ENA-5d9157e9-5,"C[C@@]1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4CCCCC34 |o1:1,r|",C[C@]1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21 |o1:1|,shipment_SMILES,0.214,0.214,,1,6.7
CVD-0019753,CNC(=O)CN1C[C@H](C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2C1=O,1,MIK-ENA-5d9157e9-4,"CNC(=O)CN1C[C@H](C(=O)NC=2C=NC=C3C=CC=C(Cl)C23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|",CNC(=O)CN1C[C@H](C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2C1=O |o1:7|,shipment_SMILES,0.0964,0.0964,,1,7.0
CVD-0019752,CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2C1=O,1,MIK-ENA-5d9157e9-3,"CNC(=O)CN1C[C@@H](C(=O)NC=2C=NC=C3C=CC=C(Cl)C23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|",CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2C1=O |o1:7|,shipment_SMILES,14.6,14.6,,1,4.8
CVD-0019751,Clc1ccc2CN(C[C@@]3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,1,MIK-ENA-5d9157e9-2,"ClC=1C=CC=2CN(C[C@@]3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N |o1:8,r|",N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1 |o1:16|,shipment_SMILES,13.5,13.5,,1,4.9
CVD-0019750,Clc1ccc2CN(C[C@]3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,1,MIK-ENA-5d9157e9-1,"ClC=1C=CC=2CN(C[C@]3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N |o1:8,r|",N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1 |o1:16|,shipment_SMILES,< 0.0500,< 0.0500,,1,> 7.3
CVD-0019749,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4CCCCc34)c2c1)S(=O)(=O)CC1(CC1)C#N,1,EDJ-MED-705e09b8-2,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5CCCCC45)C2C1)S(=O)(=O)CC6(CC6)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5c4CCCC5)C3=O)C2)CC1,shipment_SMILES,0.515,0.515,,1,6.3
CVD-0019748,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3CCCCc23)C1,1,EDJ-MED-705e09b8-1,CNC(=O)CN1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5CCCCC45)C1,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4c3CCCC4)C2=O)C1,shipment_SMILES,0.258,0.258,,1,6.6
CVD-0019743,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC#N)CC1,1,ALP-POS-ecbed2ba-22,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC#N)CC6,N#CCC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,shipment_SMILES,0.337,0.337,,1,6.5
CVD-0019742,COCCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,1,ALP-POS-ecbed2ba-21,COCCN(C)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,COCCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,shipment_SMILES,0.993,0.993,,1,6.0
CVD-0019741,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)N1CCC1,1,ALP-POS-ecbed2ba-20,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)N6CCC6,O=C1N(c2cncc3ccccc23)CCC12CN(S(=O)(=O)N1CCC1)Cc1ccc(Cl)cc12,shipment_SMILES,0.330,0.33,,1,6.5
CVD-0019740,CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,1,ALP-POS-ecbed2ba-19,CN(CCO)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,shipment_SMILES,0.699,0.699,,1,6.2
CVD-0019739,CCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,1,ALP-POS-ecbed2ba-18,CCN(C)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,CCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,shipment_SMILES,0.563,0.563,,1,6.2
CVD-0019738,CN(CC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,1,ALP-POS-ecbed2ba-17,CN(CC#N)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,CN(CC#N)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,shipment_SMILES,0.407,0.407,,1,6.4
CVD-0019737,CN(CCC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,1,ALP-POS-ecbed2ba-16,CN(CCC#N)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,CN(CCC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,shipment_SMILES,0.613,0.613,,1,6.2
CVD-0019736,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCCC1)C#N,1,ALP-POS-ecbed2ba-15,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CCCC6)C#N,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CCCC6)C#N,shipment_SMILES,0.244,0.244,,1,6.6
CVD-0019735,Clc1ccc2CN(CC(=O)NCC#N)CC3(CCN(C3=O)c3cncc4ccccc34)c2c1,1,ALP-POS-ecbed2ba-14,ClC=1C=CC=2CN(CC(=O)NCC#N)CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,N#CCNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,shipment_SMILES,0.263,0.263,,1,6.6
CVD-0019734,CC(C)(CS(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1)C#N,1,ALP-POS-ecbed2ba-13,CC(C)(CS(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1)C#N,CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,shipment_SMILES,0.448,0.448,,1,6.3
CVD-0019733,Clc1ccc2CN(CC(=O)NCC3CC3)CC3(CCN(C3=O)c3cncc4ccccc34)c2c1,1,ALP-POS-ecbed2ba-12,ClC=1C=CC=2CN(CC(=O)NCC3CC3)CC4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2C1,O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CC1,shipment_SMILES,0.0824,0.0824,,1,7.1
CVD-0019732,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCOCC1)C#N,1,ALP-POS-ecbed2ba-11,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CCOCC6)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCOCC1,shipment_SMILES,0.338,0.338,,1,6.5
CVD-0019731,COC1CN(C1)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,1,ALP-POS-ecbed2ba-10,COC1CN(C1)S(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2,COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,shipment_SMILES,0.224,0.224,,1,6.7
CVD-0019730,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)N1CC(C1)C#N,1,ALP-POS-ecbed2ba-9,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)N6CC(C6)C#N,N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,shipment_SMILES,0.181,0.181,,1,6.7
CVD-0019729,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCC1)C#N,1,ALP-POS-ecbed2ba-8,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CCC6)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1,shipment_SMILES,0.263,0.263,,1,6.6
CVD-0019728,CNC(=O)C1(CC1)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,1,ALP-POS-ecbed2ba-7,CNC(=O)C1(CC1)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2,CNC(=O)C1(N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,shipment_SMILES,,0.0732,,1,7.1
CVD-0019727,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(C3=O)c3cncc4ccccc34)C2)CC1,1,ALP-POS-ecbed2ba-6,COC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2)CC1,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,shipment_SMILES,0.356,0.356,,1,6.4
CVD-0019726,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1CS(=O)(=O)C1,1,ALP-POS-ecbed2ba-5,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6CS(=O)(=O)C6,O=C1N(c2cncc3ccccc23)CCC12CN(S(=O)(=O)CC1CS(=O)(=O)C1)Cc1ccc(Cl)cc12,shipment_SMILES,0.353,0.353,,1,6.5
CVD-0019725,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(C3=O)c3cncc4ccccc34)C2)CC1,1,ALP-POS-ecbed2ba-3,CC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2)CC1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,shipment_SMILES,0.265,0.265,,1,6.6
CVD-0019724,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCS(=O)(=O)CC1)C#N,1,ALP-POS-ecbed2ba-2,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CCS(=O)(=O)CC6)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCS(=O)(=O)CC1,shipment_SMILES,0.211,0.211,,1,6.7
CVD-0019723,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(C3=O)c3cncc4ccccc34)C2)CS(=O)(=O)C1,1,ALP-POS-ecbed2ba-1,CC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2)CS(=O)(=O)C1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CS(=O)(=O)C1,shipment_SMILES,0.144,0.144,,1,6.8
CVD-0019667,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(C3=O)c3cncc4cc(ccc34)S(C)(=O)=O)C2)CC1,1,MAT-POS-853c0ffa-22,CC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=C(C=CC56)S(=O)(=O)C)C2)CC1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cc(S(C)(=O)=O)ccc45)C3=O)C2)CC1,shipment_SMILES,0.155,0.155,,1,6.8
CVD-0019661,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(C3=O)c3cncc4cc(ccc34)S(C)(=O)=O)C2)CC1,1,MAT-POS-853c0ffa-16,COC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=C(C=CC56)S(=O)(=O)C)C2)CC1,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cc(S(C)(=O)=O)ccc45)C3=O)C2)CC1,shipment_SMILES,0.413,0.413,,1,6.4
CVD-0019660,CS(=O)(=O)c1ccc2c(cncc2c1)N1CCC2(CN(Cc3ccc(Cl)cc23)S(=O)(=O)CC2(CC2)C#N)C1=O,1,MAT-POS-853c0ffa-15,CS(=O)(=O)C=1C=CC=2C(=CN=CC2C1)N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O,CS(=O)(=O)c1ccc2c(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)cncc2c1,shipment_SMILES,0.103,0.103,,1,7.0
CVD-0019658,Fc1ccc2cncc(N3CCC4(CN(Cc5ccc(Cl)cc45)S(=O)(=O)CC4(CC4)C#N)C3=O)c2c1,1,MAT-POS-853c0ffa-13,FC=1C=CC=2C=NC=C(N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccc(F)cc45)C3=O)C2)CC1,shipment_SMILES,0.828,0.828,,1,6.1
CVD-0019655,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(C3=O)c3cncc4ccc(OCCN(C)C)cc34)C2)CC1,1,MAT-POS-853c0ffa-10,COC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC(OCCN(C)C)=CC56)C2)CC1,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccc(OCCN(C)C)cc45)C3=O)C2)CC1,shipment_SMILES,0.181,0.181,,1,6.7
CVD-0019654,CN(C)CCOc1ccc2cncc(N3CCC4(CN(Cc5ccc(Cl)cc45)S(=O)(=O)CC4(CC4)C#N)C3=O)c2c1,1,MAT-POS-853c0ffa-9,CN(C)CCOC=1C=CC=2C=NC=C(N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1,CN(C)CCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,shipment_SMILES,,0.161,,1,6.8
CVD-0019651,Fc1cc(Cl)c2c(cncc2c1)N1CCC2(CN(Cc3ccc(Cl)cc23)S(=O)(=O)CC2(CC2)C#N)C1=O,1,MAT-POS-853c0ffa-6,FC=1C=C(Cl)C=2C(=CN=CC2C1)N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cc(F)cc(Cl)c45)C3=O)C2)CC1,shipment_SMILES,23.8,23.8,,1,4.6
CVD-0019650,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4cccc(Cl)c34)c2c1)S(=O)(=O)CC1(CC1)C#N,1,MAT-POS-853c0ffa-5,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=C(Cl)C45)C2C1)S(=O)(=O)CC6(CC6)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cccc(Cl)c45)C3=O)C2)CC1,shipment_SMILES,,7.79,,1,5.1
CVD-0019649,CNC(=O)CN1CC2(CCN(C2=O)c2cncc3cccc(Cl)c23)c2cc(Cl)ccc2C1=O,1,MAT-POS-853c0ffa-1,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=CC=C(Cl)C34)C=5C=C(Cl)C=CC5C1=O,CNC(=O)CN1CC2(CCN(c3cncc4cccc(Cl)c34)C2=O)c2cc(Cl)ccc2C1=O,shipment_SMILES,,1.67,,1,5.8
CVD-0019646,Clc1ccc2CN(C[C@@]3(CC(=O)N(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,1,LUO-POS-868e8996-10,"ClC=1C=CC=2CN(C[C@@]3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N |o1:8,r|",N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@]3(CC(=O)N(c4cncc5ccccc45)C3=O)C2)CC1 |o1:16|,shipment_SMILES,30.2,30.2,,1,4.5
CVD-0019645,Clc1ccc2CN(C[C@]3(CC(=O)N(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,1,LUO-POS-868e8996-9,"ClC=1C=CC=2CN(C[C@]3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N |o1:8,r|",N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CC(=O)N(c4cncc5ccccc45)C3=O)C2)CC1 |o1:16|,shipment_SMILES,< 0.0500,< 0.0500,,1,> 7.3
CVD-0019644,CNC(=O)CN1C[C@]2(CC(=O)N(C2=O)c2cncc3ccccc23)c2cc(Cl)ccc2C1=O,1,LUO-POS-868e8996-8,"CNC(=O)CN1C[C@]2(CC(=O)N(C2=O)C=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C1=O |o1:7,r|",CNC(=O)CN1C[C@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O |o1:7|,shipment_SMILES,84.6,84.6,,1,4.1
CVD-0019643,CNC(=O)CN1C[C@@]2(CC(=O)N(C2=O)c2cncc3ccccc23)c2cc(Cl)ccc2C1=O,1,LUO-POS-868e8996-7,"CNC(=O)CN1C[C@@]2(CC(=O)N(C2=O)C=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C1=O |o1:7,r|",CNC(=O)CN1C[C@@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O |o1:7|,shipment_SMILES,0.123,0.123,,1,6.9
CVD-0019638,CNC(=O)CN1C[C@@](C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,1,LUO-POS-868e8996-2,"CNC(=O)CN1C[C@@](C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4S1(=O)=O |o1:7,r|",CNC(=O)CN1C[C@@](C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O |o1:7|,shipment_SMILES,16.1,16.1,,1,4.8
CVD-0019637,CNC(=O)CN1C[C@](C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,1,LUO-POS-868e8996-1,"CNC(=O)CN1C[C@](C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4S1(=O)=O |o1:7,r|",CNC(=O)CN1C[C@](C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O |o1:7|,shipment_SMILES,0.0758,0.0758,,1,7.1
CVD-0019636,Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CNC1)C#N,1,MAT-POS-777f5926-4,"ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CNC5)C#N |o1:8,r|",N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CNC1 |o1:16|,shipment_SMILES,0.0849,0.0706,0.0203,2,7.2
CVD-0019636,Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CNC1)C#N,1,MAT-POS-777f5926-4,"ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CNC5)C#N |o1:8,r|",N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CNC1 |o1:16|,shipment_SMILES,0.0562,0.0706,0.0203,2,7.2
CVD-0019635,Clc1ccc2CN(C[C@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CNC1)C#N,1,MAT-POS-777f5926-3,"ClC=1C=CC=2CN(C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CNC5)C#N |o1:8,r|",N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CNC1 |o1:16|,shipment_SMILES,1.62,1.62,,1,5.8
CVD-0019634,Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)[C@@H]1CCNC1=O,1,MAT-POS-777f5926-2,"ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)[C@@H]5CCNC5=O |&1:8,24,r|","O=C(Nc1cncc2ccccc12)[C@@H]1CN([C@@H]2CCNC2=O)Cc2ccc(Cl)cc21 |&1:13,16|",shipment_SMILES,4.09,4.09,,1,5.4
CVD-0019633,C[C@@H]1NC(=O)c2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,1,MAT-POS-777f5926-1,"C[C@@H]1NC(=O)C=2C=CC(Cl)=CC2[C@@H]1C(=O)NC=3C=NC=C4C=CC=CC34 |&1:1,12,r|","C[C@@H]1NC(=O)c2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12 |&1:1,12|",shipment_SMILES,0.454,0.454,,1,6.3
CVD-0019576,CC1(CS(=O)(=O)N2C[C@@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,1,MAT-POS-dd1fff26-2,"CC1(CS(=O)(=O)N2C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1 |o1:8,r|",CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1 |o1:15|,shipment_SMILES,0.0459,0.0652,0.0273,2,7.2
CVD-0019576,CC1(CS(=O)(=O)N2C[C@@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,1,MAT-POS-dd1fff26-2,"CC1(CS(=O)(=O)N2C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1 |o1:8,r|",CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1 |o1:15|,shipment_SMILES,0.0846,0.0652,0.0273,2,7.2
