CDD_ID,registration_SMILES,batch_number,batch_ID,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (±),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50
CVD-0005048,COc1cccc(c1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,1,BEN-DND-7e92b6ca-12,COC=1C=CC=C(C1)N2CCN(CC2)C(=O)C=3C=C(O)N=C4C=CC=CC34,COc1cccc(N2CCN(C(=O)c3cc(O)nc4ccccc34)CC2)c1,shipment_SMILES,7.55,7.55,,1,5.1
CVD-0005047,COc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,1,BEN-DND-7e92b6ca-11,COC=1C=CC(=CC1)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC=CC34,COc1ccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)cc1,shipment_SMILES,14.7,14.7,,1,4.8
CVD-0005046,O=C(N1CCN(Cc2ccccc2)CC1)c1cc(=O)[nH]c2ccccc12,1,BEN-DND-7e92b6ca-10,O=C(N1CCN(CC=2C=CC=CC2)CC1)C3=CC(=O)NC=4C=CC=CC34,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2ccccc2)CC1,shipment_SMILES,8.76,8.76,,1,5.1
CVD-0005045,COc1ccccc1OCCNC(=O)c1cc[nH]c(=O)c1,1,BEN-DND-7e92b6ca-1,COC=1C=CC=CC1OCCNC(=O)C=2C=CNC(=O)C2,COc1ccccc1OCCNC(=O)c1cc[nH]c(=O)c1,shipment_SMILES,,,,,
CVD-0005044,ClCC(=O)N1CCCN(CC1)S(=O)(=O)Cc1ccccc1,1,BEN-DND-76ad4ac9-9,ClCC(=O)N1CCCN(CC1)S(=O)(=O)CC=2C=CC=CC2,O=C(CCl)N1CCCN(S(=O)(=O)Cc2ccccc2)CC1,shipment_SMILES,,8.81,,1,5.1
CVD-0005037,Fc1cccc(c1)S(=O)(=O)N1CCCN(CC1)C(=O)CCl,1,BEN-DND-76ad4ac9-14,FC=1C=CC=C(C1)S(=O)(=O)N2CCCN(CC2)C(=O)CCl,O=C(CCl)N1CCCN(S(=O)(=O)c2cccc(F)c2)CC1,shipment_SMILES,,17.2,,1,4.8
CVD-0005036,ClCC(=O)N1CCCN(CC1)S(=O)(=O)c1cccs1,1,BEN-DND-76ad4ac9-13,ClCC(=O)N1CCCN(CC1)S(=O)(=O)C2=CC=CS2,O=C(CCl)N1CCCN(S(=O)(=O)c2cccs2)CC1,shipment_SMILES,,7.24,,1,5.1
CVD-0005035,Fc1cccc(F)c1S(=O)(=O)N1CCCN(CC1)C(=O)CCl,1,BEN-DND-76ad4ac9-12,FC=1C=CC=C(F)C1S(=O)(=O)N2CCCN(CC2)C(=O)CCl,O=C(CCl)N1CCCN(S(=O)(=O)c2c(F)cccc2F)CC1,shipment_SMILES,,20.2,,1,4.7
CVD-0005034,Fc1ccccc1S(=O)(=O)N1CCCN(CC1)C(=O)CCl,1,BEN-DND-76ad4ac9-11,FC=1C=CC=CC1S(=O)(=O)N2CCCN(CC2)C(=O)CCl,O=C(CCl)N1CCCN(S(=O)(=O)c2ccccc2F)CC1,shipment_SMILES,,15.6,,1,4.8
CVD-0005033,Fc1ccc(F)c(c1)S(=O)(=O)N1CCCN(CC1)C(=O)CCl,1,BEN-DND-76ad4ac9-10,FC=1C=CC(F)=C(C1)S(=O)(=O)N2CCCN(CC2)C(=O)CCl,O=C(CCl)N1CCCN(S(=O)(=O)c2cc(F)ccc2F)CC1,shipment_SMILES,,12.1,,1,4.9
CVD-0005031,CC(C)CCNC(=O)C(CC(C)C)NC(=O)C1OC1C(O)=O,1,AAR-POS-ac4b8cb8-1,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,shipment_SMILES,,,,,
CVD-0005030,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,1,AAR-POS-90191df4-1,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,shipment_SMILES,,,,,
CVD-0005029,Oc1cc(Cl)cc(CN2CCN(CC2)C(=O)CCl)c1,1,MAT-POS-2db6411e-2,OC=1C=C(Cl)C=C(CN2CCN(CC2)C(=O)CCl)C1,O=C(CCl)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,shipment_SMILES,12.9,12.9,,1,4.9
CVD-0005028,C=CC(=O)N1CCN(Cc2c[nH]c3ccc(cc23)C#N)CC1,1,MAT-POS-2db6411e-1,C=CC(=O)N1CCN(CC2=CNC=3C=CC(C#N)=CC23)CC1,C=CC(=O)N1CCN(Cc2c[nH]c3ccc(C#N)cc23)CC1,shipment_SMILES,,,,,
CVD-0004938,Cc1ccc(cc1)C1=NN(C(C1)c1ccco1)C(=O)CCl,1,NIM-UNI-13494739-2,CC=1C=CC(=CC1)C2=NN(C(C2)C3=CC=CO3)C(=O)CCl,Cc1ccc(C2=NN(C(=O)CCl)C(c3ccco3)C2)cc1,shipment_SMILES,,,,,
CVD-0004930,COc1cnc(nc1)C#N,1,MAK-UNK-ed378e62-6,COC=1C=NC(C#N)=NC1,COc1cnc(C#N)nc1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0004783,Cc1ccncc1NC(=O)CC1CCCNC1,1,EDG-MED-0da5ad92-9,CC=1C=CN=CC1NC(=O)CC2CCCNC2,Cc1ccncc1NC(=O)CC1CCCNC1,shipment_SMILES,,,,,
CVD-0004782,CCCCOc1ccc(Cl)cc1CC(=O)Nc1cnccc1C,1,EDG-MED-0da5ad92-7,CCCCOC=1C=CC(Cl)=CC1CC(=O)NC=2C=NC=CC2C,CCCCOc1ccc(Cl)cc1CC(=O)Nc1cnccc1C,shipment_SMILES,24.8,24.8,,1,4.6
CVD-0004780,Cc1ccncc1NC(=O)C(CO)c1cccc(Cl)c1,1,EDG-MED-0da5ad92-5,CC=1C=CN=CC1NC(=O)C(CO)C=2C=CC=C(Cl)C2,Cc1ccncc1NC(=O)C(CO)c1cccc(Cl)c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0004779,CN(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,1,EDG-MED-0da5ad92-3,CN(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(Cl)C2,Cc1ccncc1NC(=O)N(C)c1cccc(Cl)c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0004778,Cc1[nH]ncc1NC(=O)Cc1cccc(Cl)c1,1,EDG-MED-0da5ad92-21,CC=1NN=CC1NC(=O)CC=2C=CC=C(Cl)C2,Cc1[nH]ncc1NC(=O)Cc1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004777,Cc1ccncc1NC(=O)N(Cc1ccccc1)c1cccc(Cl)c1,1,EDG-MED-0da5ad92-20,CC=1C=CN=CC1NC(=O)N(CC=2C=CC=CC2)C=3C=CC=C(Cl)C3,Cc1ccncc1NC(=O)N(Cc1ccccc1)c1cccc(Cl)c1,shipment_SMILES,22.9,22.9,,1,4.6
CVD-0004776,Clc1cccc(CC(=O)Nc2cccnc2)c1,1,EDG-MED-0da5ad92-2,ClC=1C=CC=C(CC(=O)NC=2C=CC=NC2)C1,O=C(Cc1cccc(Cl)c1)Nc1cccnc1,shipment_SMILES,53.7,53.7,,1,4.3
CVD-0004774,Cc1ccnc(N)c1NC(=O)Cc1cccc(Cl)c1,1,EDG-MED-0da5ad92-18,CC=1C=CN=C(N)C1NC(=O)CC=2C=CC=C(Cl)C2,Cc1ccnc(N)c1NC(=O)Cc1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004773,Cc1cc(N)ncc1NC(=O)Cc1cccc(Cl)c1,1,EDG-MED-0da5ad92-17,CC=1C=C(N)N=CC1NC(=O)CC=2C=CC=C(Cl)C2,Cc1cc(N)ncc1NC(=O)Cc1cccc(Cl)c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0004772,Cc1cnncc1NC(=O)Cc1cccc(Cl)c1,1,EDG-MED-0da5ad92-16,CC=1C=NN=CC1NC(=O)CC=2C=CC=C(Cl)C2,Cc1cnncc1NC(=O)Cc1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004771,Cc1ccnnc1NC(=O)Cc1cccc(Cl)c1,1,EDG-MED-0da5ad92-15,CC=1C=CN=NC1NC(=O)CC=2C=CC=C(Cl)C2,Cc1ccnnc1NC(=O)Cc1cccc(Cl)c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0004770,Cc1ncccc1NC(=O)Cc1cccc(Cl)c1,1,EDG-MED-0da5ad92-14,CC=1N=CC=CC1NC(=O)CC=2C=CC=C(Cl)C2,Cc1ncccc1NC(=O)Cc1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004769,Cc1ccc(NC(=O)Cc2cccc(Cl)c2)cn1,1,EDG-MED-0da5ad92-13,CC=1C=CC(NC(=O)CC=2C=CC=C(Cl)C2)=CN1,Cc1ccc(NC(=O)Cc2cccc(Cl)c2)cn1,shipment_SMILES,,,,,
CVD-0004768,Cc1cncc(NC(=O)Cc2cccc(Cl)c2)c1,1,EDG-MED-0da5ad92-12,CC=1C=NC=C(NC(=O)CC=2C=CC=C(Cl)C2)C1,Cc1cncc(NC(=O)Cc2cccc(Cl)c2)c1,shipment_SMILES,,,,,
CVD-0004755,CC(C(=O)Nc1cnccc1C)c1cc(Cl)cc(OC2CC(=O)N2)c1,1,TRY-UNI-2eddb1ff-8,CC(C(=O)NC=1C=NC=CC1C)C=2C=C(Cl)C=C(OC3CC(=O)N3)C2,Cc1ccncc1NC(=O)C(C)c1cc(Cl)cc(OC2CC(=O)N2)c1,shipment_SMILES,77.1,77.1,,1,4.1
CVD-0004754,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2CC(=O)N2)c1,1,TRY-UNI-2eddb1ff-7,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OC3CC(=O)N3)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2CC(=O)N2)c1,shipment_SMILES,3.26,3.63,0.525,2,5.4
CVD-0004754,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2CC(=O)N2)c1,1,TRY-UNI-2eddb1ff-7,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OC3CC(=O)N3)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2CC(=O)N2)c1,shipment_SMILES,4.00,3.63,0.525,2,5.4
CVD-0004753,Cc1ccncc1NC(=O)Cc1cc(OC2CC(=O)N2)cc(c1)C#N,1,TRY-UNI-2eddb1ff-6,CC=1C=CN=CC1NC(=O)CC=2C=C(OC3CC(=O)N3)C=C(C#N)C2,Cc1ccncc1NC(=O)Cc1cc(C#N)cc(OC2CC(=O)N2)c1,shipment_SMILES,11.6,11.6,,1,4.9
CVD-0004752,CC(C(=O)Nc1cnccc1C)c1cncc(Cl)c1,1,TRY-UNI-2eddb1ff-3,CC(C(=O)NC=1C=NC=CC1C)C=2C=NC=C(Cl)C2,Cc1ccncc1NC(=O)C(C)c1cncc(Cl)c1,shipment_SMILES,,,,,
CVD-0004751,Cc1ccncc1NC(=O)Cc1cncc(Cl)c1,1,TRY-UNI-2eddb1ff-2,CC=1C=CN=CC1NC(=O)CC=2C=NC=C(Cl)C2,Cc1ccncc1NC(=O)Cc1cncc(Cl)c1,shipment_SMILES,46.4,46.4,,1,4.3
CVD-0004750,Cc1ccncc1NC(=O)Cc1cncc(c1)C#N,1,TRY-UNI-2eddb1ff-1,CC=1C=CN=CC1NC(=O)CC=2C=NC=C(C#N)C2,Cc1ccncc1NC(=O)Cc1cncc(C#N)c1,shipment_SMILES,,,,,
CVD-0004688,COC(=O)c1ccc(cc1)S(N)(=O)=O,1,MAT-POS-7dfc56d9-1,COC(=O)C=1C=CC(=CC1)S(=O)(=O)N,COC(=O)c1ccc(S(N)(=O)=O)cc1,shipment_SMILES,,,,,
CVD-0004650,Cc1ccncc1Cn1ccccc1=O,1,JAN-GHE-d851b096-6,CC=1C=CN=CC1CN2C=CC=CC2=O,Cc1ccncc1Cn1ccccc1=O,shipment_SMILES,,,,,
CVD-0004644,CC(C)C(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-9,CC(C)C(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(Cl)C2,Cc1ccncc1NC(=O)C(c1cccc(Cl)c1)C(C)C,shipment_SMILES,,,,,
CVD-0004643,CCCC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-8,CCCC(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(Cl)C2,CCCC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,shipment_SMILES,16.8,17.3,0.796,2,4.8
CVD-0004643,CCCC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-8,CCCC(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(Cl)C2,CCCC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,shipment_SMILES,17.9,17.3,0.796,2,4.8
CVD-0004642,CC(C)C(C(=O)Nc1cncnc1C)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-7,CC(C)C(C(=O)NC=1C=NC=NC1C)C=2C=CC=C(Cl)C2,Cc1ncncc1NC(=O)C(c1cccc(Cl)c1)C(C)C,shipment_SMILES,,,,,
CVD-0004641,CC(C)c1ncncc1NC(=O)C(C)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-6,CC(C)C=1N=CN=CC1NC(=O)C(C)C=2C=CC=C(Cl)C2,CC(C)c1ncncc1NC(=O)C(C)c1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004638,CC(C(=O)Nc1cnccc1-n1cccn1)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-3,CC(C(=O)NC=1C=NC=CC1N2C=CC=N2)C=3C=CC=C(Cl)C3,CC(C(=O)Nc1cnccc1-n1cccn1)c1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004637,Cc1ccncc1-c1nc(no1)-c1cccc(Cl)c1,1,JAN-GHE-83b26c96-25,CC=1C=CN=CC1C2=NC(=NO2)C=3C=CC=C(Cl)C3,Cc1ccncc1-c1nc(-c2cccc(Cl)c2)no1,shipment_SMILES,,,,,
CVD-0004636,Cc1ccncc1-c1nnc(o1)-c1cccc(Cl)c1,1,JAN-GHE-83b26c96-24,CC=1C=CN=CC1C2=NN=C(O2)C=3C=CC=C(Cl)C3,Cc1ccncc1-c1nnc(-c2cccc(Cl)c2)o1,shipment_SMILES,,,,,
CVD-0004635,Cc1ccncc1NC(=O)C(F)(F)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-23,CC=1C=CN=CC1NC(=O)C(F)(F)C=2C=CC=C(Cl)C2,Cc1ccncc1NC(=O)C(F)(F)c1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004634,Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-22,CC=1C=CN=CC1NC(=O)C(C)(C)C=2C=CC=C(Cl)C2,Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,shipment_SMILES,98.1,96.9,1.6,2,4.0
CVD-0004634,Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-22,CC=1C=CN=CC1NC(=O)C(C)(C)C=2C=CC=C(Cl)C2,Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,shipment_SMILES,95.8,96.9,1.6,2,4.0
CVD-0004633,Cc1ccncc1NS(=O)(=O)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-21,CC=1C=CN=CC1NS(=O)(=O)C=2C=CC=C(Cl)C2,Cc1ccncc1NS(=O)(=O)c1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004632,Cc1ccncc1NC(=O)C1(CC1)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-20,CC=1C=CN=CC1NC(=O)C2(CC2)C=3C=CC=C(Cl)C3,Cc1ccncc1NC(=O)C1(c2cccc(Cl)c2)CC1,shipment_SMILES,> 99.5,> 99.5,0.0,2,< 4.0
CVD-0004632,Cc1ccncc1NC(=O)C1(CC1)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-20,CC=1C=CN=CC1NC(=O)C2(CC2)C=3C=CC=C(Cl)C3,Cc1ccncc1NC(=O)C1(c2cccc(Cl)c2)CC1,shipment_SMILES,> 99.5,> 99.5,0.0,2,< 4.0
CVD-0004631,CC(C(=O)Nc1cnccc1NC(C)=O)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-2,CC(C(=O)NC=1C=NC=CC1NC(=O)C)C=2C=CC=C(Cl)C2,CC(=O)Nc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004630,Clc1cccc(c1)N1C(=O)NC(C1=O)c1cccnc1,1,JAN-GHE-83b26c96-18,Cl.ClC=1C=CC=C(C1)N2C(=O)NC(C2=O)C=3C=CC=NC3,Cl.O=C1NC(c2cccnc2)C(=O)N1c1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004629,Cc1ccncc1NS(=O)(=O)Cc1cccc(Cl)c1,1,JAN-GHE-83b26c96-17,CC=1C=CN=CC1NS(=O)(=O)CC=2C=CC=C(Cl)C2,Cc1ccncc1NS(=O)(=O)Cc1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004628,CCCN(C(=O)Cc1cccc(Cl)c1)c1cccnc1,1,JAN-GHE-83b26c96-16,CCCN(C(=O)CC=1C=CC=C(Cl)C1)C=2C=CC=NC2,CCCN(C(=O)Cc1cccc(Cl)c1)c1cccnc1,shipment_SMILES,,,,,
CVD-0004627,CN(C(=O)Cc1cccc(Cl)c1)c1cnccc1C,1,JAN-GHE-83b26c96-15,CN(C(=O)CC=1C=CC=C(Cl)C1)C=2C=NC=CC2C,Cc1ccncc1N(C)C(=O)Cc1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004626,Cc1ccncc1NC(=O)Cc1cccc(I)c1,1,JAN-GHE-83b26c96-13,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(I)C2,Cc1ccncc1NC(=O)Cc1cccc(I)c1,shipment_SMILES,,,,,
CVD-0004625,Cc1ccncc1NC(=O)Cc1cccc(Br)c1,1,JAN-GHE-83b26c96-12,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(Br)C2,Cc1ccncc1NC(=O)Cc1cccc(Br)c1,shipment_SMILES,20.6,20.6,,1,4.7
CVD-0004624,Cc1ccc(CC(=O)Nc2cnccc2C)cc1,1,JAN-GHE-83b26c96-11,CC=1C=CC(CC(=O)NC=2C=NC=CC2C)=CC1,Cc1ccc(CC(=O)Nc2cnccc2C)cc1,shipment_SMILES,,,,,
CVD-0004623,CN(C)C(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-10,CN(C)C(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(Cl)C2,Cc1ccncc1NC(=O)C(c1cccc(Cl)c1)N(C)C,shipment_SMILES,,,,,
CVD-0004622,CCC(C(=O)Nc1cnncc1C)c1cccc(Cl)c1,1,JAN-GHE-83b26c96-1,CCC(C(=O)NC=1C=NN=CC1C)C=2C=CC=C(Cl)C2,CCC(C(=O)Nc1cnncc1C)c1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004617,Clc1cccc(CC(=O)Nc2cnccn2)c1,1,JAN-GHE-5a013bed-8,ClC=1C=CC=C(CC(=O)NC=2C=NC=CN2)C1,O=C(Cc1cccc(Cl)c1)Nc1cnccn1,shipment_SMILES,,,,,
CVD-0004616,Clc1cccc(CC(=O)Nc2nncs2)c1,1,JAN-GHE-5a013bed-7,ClC=1C=CC=C(CC(=O)NC2=NN=CS2)C1,O=C(Cc1cccc(Cl)c1)Nc1nncs1,shipment_SMILES,,,,,
CVD-0004615,Clc1cccc(CC(=O)Nc2cnns2)c1,1,JAN-GHE-5a013bed-6,ClC=1C=CC=C(CC(=O)NC2=CN=NS2)C1,O=C(Cc1cccc(Cl)c1)Nc1cnns1,shipment_SMILES,,,,,
CVD-0004614,Clc1cccc(CC(=O)Nn2cnnc2)c1,1,JAN-GHE-5a013bed-5,ClC=1C=CC=C(CC(=O)NN2C=NN=C2)C1,O=C(Cc1cccc(Cl)c1)Nn1cnnc1,shipment_SMILES,,,,,
CVD-0004613,Clc1cccc(CC(=O)Nn2cn[nH]c2=O)c1,1,JAN-GHE-5a013bed-4,ClC=1C=CC=C(CC(=O)NN2C=NNC2=O)C1,O=C(Cc1cccc(Cl)c1)Nn1cn[nH]c1=O,shipment_SMILES,,,,,
CVD-0004612,Clc1cccc(CC(=O)Nn2cnc3ccccc3c2=O)c1,1,JAN-GHE-5a013bed-3,ClC=1C=CC=C(CC(=O)NN2C=NC=3C=CC=CC3C2=O)C1,O=C(Cc1cccc(Cl)c1)Nn1cnc2ccccc2c1=O,shipment_SMILES,8.65,8.65,,1,5.1
CVD-0004611,Clc1cccc(CC(=O)Nn2cnc3ccccc23)c1,1,JAN-GHE-5a013bed-2,ClC=1C=CC=C(CC(=O)NN2C=NC=3C=CC=CC23)C1,O=C(Cc1cccc(Cl)c1)Nn1cnc2ccccc21,shipment_SMILES,8.30,8.3,,1,5.1
CVD-0004610,Clc1cccc(CC(=O)Nc2nnn[nH]2)c1,1,JAN-GHE-5a013bed-11,ClC=1C=CC=C(CC(=O)NC2=NN=NN2)C1,O=C(Cc1cccc(Cl)c1)Nc1nnn[nH]1,shipment_SMILES,45.3,45.3,,1,4.3
CVD-0004608,Cc1nnn(NC(=O)Cc2cccc(Cl)c2)c1C,1,JAN-GHE-5a013bed-1,CC=1N=NN(NC(=O)CC=2C=CC=C(Cl)C2)C1C,Cc1nnn(NC(=O)Cc2cccc(Cl)c2)c1C,shipment_SMILES,14.2,14.2,,1,4.8
CVD-0004606,Oc1ccc(cc1NC(=O)Cc1cccnc1)C#N,1,BEN-DND-61647d40-8,OC=1C=CC(C#N)=CC1NC(=O)CC=2C=CC=NC2,N#Cc1ccc(O)c(NC(=O)Cc2cccnc2)c1,shipment_SMILES,,,,,
CVD-0004596,Oc1ccc(Cl)cc1NC(=O)Cc1cccnc1,1,BEN-DND-61647d40-18,OC=1C=CC(Cl)=CC1NC(=O)CC=2C=CC=NC2,O=C(Cc1cccnc1)Nc1cc(Cl)ccc1O,shipment_SMILES,,,,,
CVD-0004592,Clc1cccc(NC(=O)Cn2c3ccccc3[nH]c2=O)c1,1,BEN-DND-61647d40-14,ClC=1C=CC=C(NC(=O)CN2C(=O)NC=3C=CC=CC23)C1,O=C(Cn1c(=O)[nH]c2ccccc21)Nc1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004591,Clc1cccc(NC(=O)Cn2cnc3ccccc23)c1,1,BEN-DND-61647d40-13,ClC=1C=CC=C(NC(=O)CN2C=NC=3C=CC=CC23)C1,O=C(Cn1cnc2ccccc21)Nc1cccc(Cl)c1,shipment_SMILES,87.2,87.2,,1,4.1
CVD-0004590,Clc1cccc(NC(=O)Cn2nnc3ccccc23)c1,1,BEN-DND-61647d40-12,ClC=1C=CC=C(NC(=O)CN2N=NC=3C=CC=CC23)C1,O=C(Cn1nnc2ccccc21)Nc1cccc(Cl)c1,shipment_SMILES,,> 99.5,,1,< 4.0
CVD-0004568,Oc1ccncc1NC(=O)Cc1cccc(Cl)c1,1,ALP-POS-95b75b4d-6,OC=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,O=C(Cc1cccc(Cl)c1)Nc1cnccc1O,shipment_SMILES,,,,,
CVD-0004567,Clc1cccc(CC(=O)Nc2cnccc2C2CC2)c1,1,ALP-POS-95b75b4d-5,ClC=1C=CC=C(CC(=O)NC=2C=NC=CC2C3CC3)C1,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C1CC1,shipment_SMILES,7.17,7.17,,1,5.1
CVD-0004566,Cc1ccncc1NC(=O)Cc1cccc(c1)C1CC1,1,ALP-POS-95b75b4d-4,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(C2)C3CC3,Cc1ccncc1NC(=O)Cc1cccc(C2CC2)c1,shipment_SMILES,,,,,
CVD-0004565,Cc1ccncc1NC(=O)Cc1cccc(c1)C(F)(F)F,2,JAN-GHE-83b26c96-14,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(C2)C(F)(F)F,Cc1ccncc1NC(=O)Cc1cccc(C(F)(F)F)c1,shipment_SMILES,,,,,
CVD-0004564,Cc1ccncc1NC(=O)Cc1cccc(O)c1,1,ALP-POS-95b75b4d-2,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(O)C2,Cc1ccncc1NC(=O)Cc1cccc(O)c1,shipment_SMILES,,,,,
CVD-0004557,Cc1ccncc1NC(=O)Cc1cccc(F)c1,1,ALP-POS-95b75b4d-1,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(F)C2,Cc1ccncc1NC(=O)Cc1cccc(F)c1,shipment_SMILES,94.8,95.8,1.46,2,4.0
CVD-0004557,Cc1ccncc1NC(=O)Cc1cccc(F)c1,1,ALP-POS-95b75b4d-1,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(F)C2,Cc1ccncc1NC(=O)Cc1cccc(F)c1,shipment_SMILES,96.9,95.8,1.46,2,4.0
CVD-0004553,Clc1cc(CN2CCN(CC2)C(=O)C=C)c2ccccc2c1,1,MAT-POS-4e253971-2,ClC=1C=C(CN2CCN(CC2)C(=O)C=C)C=3C=CC=CC3C1,C=CC(=O)N1CCN(Cc2cc(Cl)cc3ccccc23)CC1,shipment_SMILES,,,,,
CVD-0004552,Clc1cc(CN2CCN(CC#N)CC2)c2ccccc2c1,1,MAT-POS-4e253971-1,ClC=1C=C(CN2CCN(CC#N)CC2)C=3C=CC=CC3C1,N#CCN1CCN(Cc2cc(Cl)cc3ccccc23)CC1,shipment_SMILES,,,,,
CVD-0004551,ClCC(=O)N1CCC(CC1)C(=O)Nc1ccc2c(c1)[nH]c1ccccc21,1,LON-WEI-120e5cf5-9,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C3C(NC4=C3C=CC=C4)=C2,O=C(Nc1ccc2c(c1)[nH]c1ccccc12)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004550,CCCc1n[nH]c(n1)C1CN(CCO1)C(=O)C1CCN(CC1)C(=O)CCl,1,LON-WEI-120e5cf5-8,O=C(C1CCN(C(CCl)=O)CC1)N2CC(C3=NC(CCC)=NN3)OCC2,CCCc1n[nH]c(C2CN(C(=O)C3CCN(C(=O)CCl)CC3)CCO2)n1,shipment_SMILES,,,,,
